id	GSM1820740	GSM1820741	GSM1820742	GSM1820745	GSM1820749	GSM1820751	GSM1820752	GSM1820754	GSM1820755	GSM1820757	GSM1820758	GSM1820759	GSM1820760	GSM1820762	GSM1820765	GSM1820767	GSM1820768	GSM1820769	GSM1820770	GSM1820772	GSM1820773	GSM1820775	GSM1820777	GSM1820778	GSM1820780	GSM1820781	GSM1820783	GSM1820784	GSM1820787	GSM1820788	GSM1820790	GSM1820791	GSM1820794	GSM1820795	GSM1820796	GSM1820797	GSM1820798	GSM1820799	GSM1820801	GSM1820803	GSM1820805	GSM1820806	GSM1820808	GSM1820809	GSM1820811	GSM1820812	GSM1820813	GSM1820815	GSM1820816	GSM1820817	GSM1820818	GSM1820819	GSM1820820	GSM1820821	GSM1820822	GSM1820823	GSM1820824	GSM1820825	GSM1820827	GSM1820828	GSM1820829	GSM1820831	GSM1820832	GSM1820833	GSM1820835	GSM1820836	GSM1820837	GSM1820838	GSM1820839	GSM1820840	GSM1820841	GSM1820843	GSM1820844	GSM1820845	GSM1820846	GSM1820847	GSM1820848	GSM1820849	GSM1820850	GSM1820851	GSM1820852	GSM1820853	GSM1820854	GSM1820855	GSM1820856	GSM1820858	GSM1820859	GSM1820861	GSM1820862	GSM1820863	GSM1820864	GSM1820866	GSM1820867	GSM1820868	GSM1820869	GSM1820870	GSM1820873	GSM1820874	GSM1820875	GSM1820876	GSM1820877	GSM1820878	GSM1820879	GSM1820880	GSM1820881	GSM1820882	GSM1820883	GSM1820885	GSM1820889	GSM1820890	GSM1820892	GSM1820893	GSM1820894	GSM1820896	GSM1820898	GSM1820900	GSM1820901	GSM1820902	GSM1820903	GSM1820905	GSM1820906	GSM1820911	GSM1820912	GSM1820914
C1orf151.NBL1	5.289619	8.152155	7.105718	8.694531	7.341873	10.456293	7.929938	6.741688	8.119035	9.716489	6.073272	5.962234	9.045637	8.372095	8.515553	9.997053	9.658043	8.96181	8.314654	8.333769	7.978432	8.448209	9.882741	8.193055	8.135749	8.651198	9.123326	9.111649	7.847391	8.704218	8.19104	6.854634	7.741279	9.146253	6.828447	7.700139	8.364135	8.868586	7.622383	8.922896	6.957663	9.915616	9.726637	9.660614	9.782569	8.030055	9.392951	8.092574	5.234414	8.628394	7.717352	8.936194	6.74467	7.102683	7.56969	7.906797	8.168981	9.203404	9.702389	7.10985	9.4019	7.730879	8.426646	8.263311	6.893948	7.655304	7.763059	6.981271	8.770329	7.415256	7.172405	9.550906	9.255519	6.786329	5.136569	11.688235	5.123243	5.833968	9.294603	6.583638	7.422732	9.290904	7.176592	9.36724	9.701563	8.817407	7.488673	9.809163	6.408161	11.437397	8.318226	7.352007	7.919473	8.165498	6.947725	9.549083	8.079066	8.086352	8.449539	7.120184	7.913372	9.158392	8.862892	7.834006	8.523953	11.911021	8.391164	8.713582	8.481836	7.763252	7.50276	6.579942	8.11562	9.430097	7.213104	7.150954	6.888669	10.475469	7.12065	10.384581	8.045371	9.831663	10.127161	8.19434
CLIC3	4.36612	6.080325	5.710762	7.276479	4.962711	6.512186	5.231236	4.353591	6.478338	7.195073	3.695934	4.417394	5.829467	5.273112	6.586882	8.090187	6.493571	6.610092	6.586882	6.640904	5.676387	6.032431	6.511645	6.027915	5.331335	6.572777	7.486285	6.110414	5.800571	5.980984	5.52161	5.74486	6.654439	7.568973	6.001273	5.718262	6.62928	8.457138	6.147949	6.808257	5.21457	7.013166	6.604737	7.86582	6.709034	4.378622	6.620608	4.91894	4.655829	6.94194	4.977967	6.318763	5.29034	4.514593	4.979931	5.079879	7.768938	5.478024	5.937604	4.222326	8.752416	4.723365	5.32237	4.477403	4.870295	5.916798	5.455028	4.424815	6.447779	5.478024	5.55057	4.757762	6.712206	4.298978	3.905159	4.216814	7.534221	8.670588	5.515241	4.210145	5.762439	5.859702	5.261131	6.029268	7.594645	8.437454	6.29185	8.049115	5.58471	7.520008	6.049843	6.24521	5.382855	5.860256	4.947965	7.66655	5.254805	4.360241	6.732734	4.638103	4.736657	6.944391	4.734888	6.262288	6.5444	9.093194	6.346939	3.908068	4.765777	4.380765	6.335241	6.079359	6.268545	6.755241	5.707365	6.000375	4.683582	7.39443	4.859973	7.610967	5.938445	6.878444	7.325979	5.649752
SLC27A2	2.527491	2.304286	5.249974	4.957705	3.757413	6.77132	4.091134	4.061946	2.564833	4.726929	2.445311	2.278837	5.464751	4.775263	2.623667	5.146304	4.535419	6.017804	2.778531	4.120926	4.254539	5.851362	6.707046	4.713993	3.422162	4.43109	5.347669	4.290839	4.210506	5.344735	3.255995	3.933593	4.525227	6.742575	4.178104	4.665002	5.243104	5.029015	4.401109	5.454611	3.612189	7.064715	3.808842	5.815423	4.375811	4.285512	4.766273	3.304844	3.432061	4.94526	3.161068	4.732006	3.667739	4.352034	3.064165	3.992322	4.776068	4.073609	5.491676	4.036331	5.752339	3.568391	2.90973	3.146361	2.709305	3.028055	3.697254	3.716276	4.555381	4.046874	4.270569	7.447797	4.534615	1.979203	3.036893	2.458588	4.286334	2.462336	4.114761	4.045344	4.893079	3.939634	3.269413	6.557626	5.567529	5.336433	4.978092	6.072625	2.620009	6.205474	3.905416	3.559281	4.726418	4.363163	2.553501	5.571855	4.368873	5.899854	5.723571	3.62053	4.117566	4.111179	2.087975	2.269799	3.621605	8.323216	5.501182	6.217041	6.805807	4.791472	4.910863	4.910263	4.582942	5.853015	4.959643	2.173665	3.049589	5.844494	4.863142	5.878587	4.310986	5.890548	4.59741	3.895263
RUNX3	10.049636	10.626875	10.589314	11.210802	10.705046	11.658171	11.29342	10.233565	10.498309	11.930121	10.313503	10.988098	10.238728	10.716703	10.897251	11.708367	11.388259	12.078714	11.013035	10.694416	10.635511	10.928794	11.507275	10.969757	10.75353	11.553586	11.726037	11.680796	10.748176	11.226292	11.026688	11.103244	10.466921	11.631192	9.635061	11.032889	11.939053	11.626593	11.362192	12.191331	11.018793	11.382238	11.121492	12.242235	10.838884	10.618152	11.499049	11.115693	11.35134	10.686843	11.176241	11.783293	10.878051	10.818134	10.848777	11.013868	10.697561	11.907179	11.320556	11.007108	12.212988	9.689327	10.36584	10.544946	9.935834	10.878915	10.778004	10.363859	11.290452	10.778779	11.473676	11.232057	11.621234	10.6256	10.183058	9.943558	9.010412	9.681874	10.038727	10.104208	11.464623	11.737263	10.319687	11.591253	12.106295	10.899056	10.980908	12.240573	10.634666	10.78207	10.877556	10.554453	10.62906	11.420425	10.170851	12.367061	10.357396	10.828017	10.748146	10.286835	10.687835	11.792043	10.297628	11.071575	10.773559	14.072577	11.576916	10.393288	10.572071	10.740808	11.239457	10.668826	11.284702	11.769683	10.971003	10.404759	11.197008	11.769683	9.721088	12.277983	11.344526	11.68499	12.582815	11.429106
FAM26F	8.624813	9.924142	9.230248	8.971249	7.912178	9.164376	8.315286	9.086905	8.474666	9.916311	8.182794	7.29106	9.87204	9.322128	9.047993	9.873601	9.066373	9.557985	9.651948	10.027566	9.967437	10.434049	9.440946	9.698223	9.73036	9.608985	10.029859	10.372164	9.313974	11.084627	7.910038	7.908032	8.451479	10.174762	7.795724	8.115116	9.480097	9.117457	9.42703	10.234741	9.152003	10.336965	10.290529	10.947363	9.430822	8.524823	11.461553	9.369314	6.267759	8.805491	9.03653	9.562521	8.052345	9.626969	9.302836	9.283624	7.468038	9.894642	9.356143	8.949318	10.842946	9.32822	8.504475	9.533756	8.20133	9.087466	8.902022	9.609516	10.241405	8.907497	8.95389	7.80414	11.674342	8.339508	6.31176	8.267218	11.309231	8.476133	8.600547	8.178684	9.691931	10.408577	8.265809	10.034159	10.289463	9.266913	8.904075	10.446231	8.623335	7.973741	9.084089	8.405215	9.053304	10.278529	8.289452	10.421245	9.620377	9.178001	9.353958	9.396531	10.351972	11.031746	9.423326	10.209933	8.427141	12.476824	10.253275	8.630122	9.764829	8.490026	8.78463	6.456995	10.762065	10.581004	9.521086	8.968002	9.655213	9.874456	9.106175	10.535213	9.61309	9.724418	8.885985	8.787821
TRERF1	5.006298	6.935617	7.169673	6.734101	6.502168	7.675246	6.029707	5.250336	5.874428	7.595146	6.840885	7.343699	7.112762	6.005068	6.177646	8.246047	7.27403	7.73706	5.415564	5.734439	5.552891	4.810843	7.746235	6.778265	7.472116	6.555319	7.6769	7.974389	6.374459	6.659192	6.345812	5.622262	6.583842	8.107929	5.31273	6.067052	7.210144	6.628707	7.015016	9.05021	5.959857	7.492913	6.385462	7.326446	6.6148	6.866264	5.694888	6.369256	7.149535	6.260398	6.42894	6.565896	5.674956	6.777731	7.00557	6.079927	6.476838	8.315449	6.505138	5.902566	8.496213	5.71428	5.275242	6.928177	5.564184	6.874894	6.901628	6.247792	6.885923	6.518092	5.777745	6.332142	8.040921	5.256287	3.304056	4.340099	4.266155	3.649364	5.34011	6.977891	6.620898	7.821923	6.158001	6.896881	7.971085	6.54757	5.258695	8.627537	6.368552	6.715555	6.637075	5.947237	6.463021	7.616021	5.469634	8.240021	5.638375	5.773281	7.596492	5.750599	6.568233	8.44551	6.000105	5.864368	5.62259	9.305028	6.894842	5.379622	3.800555	5.918191	6.722615	4.437696	6.683823	6.776933	6.96959	5.442993	6.603759	7.743593	5.117469	7.318091	7.225723	7.327903	8.023811	6.393269
ATP2A3	2.463219	5.994471	7.089544	6.506758	6.015752	7.269021	4.760354	5.331474	2.245474	6.976954	4.95566	5.843078	5.736738	7.010733	6.350195	6.932897	7.049043	8.022199	5.135963	6.171056	6.296986	5.715256	6.812567	6.703119	6.039166	6.88697	3.665311	4.213779	5.960954	7.285911	5.964067	5.903973	7.082555	7.65493	5.33858	6.03527	8.117348	6.947574	7.137122	9.819649	5.932859	7.131384	6.474942	8.012543	6.412628	6.620626	6.156304	6.244515	6.913407	7.122991	5.905935	6.538045	6.628915	7.123572	6.233662	6.047754	2.614528	8.301931	6.854378	6.245138	9.2969	5.238872	5.307117	6.404305	6.064765	6.93807	7.664571	6.03527	6.881671	6.523557	6.35389	6.488157	7.232989	4.668659	4.77672	4.014706	5.157217	5.981222	6.148445	6.434301	6.197586	7.137602	5.973745	7.625026	7.785974	8.181145	6.105529	8.747831	3.915782	6.60645	7.163901	6.302919	5.373722	6.284425	4.260619	7.944543	5.322385	5.176121	8.334435	4.992158	6.572508	4.589787	6.759927	6.447861	6.392664	9.285045	7.572519	5.597836	5.53658	5.147046	6.842691	2.377843	7.155014	5.080192	7.186499	6.137632	5.375593	7.313954	5.58204	7.422782	4.986888	7.639859	8.197487	6.597265
RAB37	5.33175	7.22761	7.542322	7.401857	5.875595	8.201848	6.423231	6.115283	5.244588	7.426787	5.84048	5.639282	6.981864	6.893941	6.85737	7.066499	6.986796	8.199687	7.176962	6.350922	6.287301	6.758322	7.921034	6.29469	6.446108	6.47207	7.535057	6.994311	6.094078	7.28301	6.037292	6.104559	6.953886	7.881599	6.267364	5.90522	7.669317	5.946981	7.699184	10.261913	5.803013	7.256767	6.685492	7.572187	7.309694	6.766517	6.573268	6.417517	6.134626	6.895224	5.84991	6.238043	6.534118	6.686056	6.709887	6.019742	3.874389	8.969207	7.030891	6.172103	9.074907	4.434591	5.308292	5.951357	6.568081	6.808016	6.989406	6.283949	7.023998	6.057874	6.127133	6.396717	8.07435	5.050351	7.298166	3.852263	5.070825	2.748185	4.616291	6.514621	6.743597	7.328523	6.085186	7.629767	8.220865	7.916956	6.19416	8.937487	4.161793	8.1718	6.440686	5.594402	6.513259	6.466269	4.774586	7.555403	6.556712	6.431837	8.244466	6.138564	6.213281	6.347919	6.074242	6.899362	5.823724	9.372322	7.240839	7.203982	6.687428	5.669538	6.684489	2.6985	6.922618	7.331017	7.256617	6.414441	6.808262	8.047368	5.795926	8.006164	7.143668	7.656388	8.874812	7.340037
RGL4	3.128733	6.463726	8.681298	6.0637	5.22303	6.968271	4.442752	4.57453	4.698761	7.12406	6.056998	2.642547	6.548375	6.849527	6.395216	6.67751	6.507626	8.511427	5.43805	5.260046	5.70826	6.542877	7.769201	7.203831	5.979764	6.93774	7.939157	6.583489	5.799122	6.485899	5.23281	4.035783	5.959446	7.038475	5.550646	5.758653	9.397086	5.657643	6.23179	9.706992	4.014797	6.695083	7.00966	7.830938	6.463726	4.741966	9.009469	5.297524	4.149295	5.956658	5.273127	4.634047	4.296139	6.771843	6.80535	3.866467	6.461059	9.768975	5.634389	5.972223	9.547171	5.484935	3.509945	6.936069	4.833452	4.951887	7.259833	4.204756	5.869794	5.362462	3.579442	4.660026	6.890452	6.217098	12.711206	4.225012	6.827428	2.831571	5.971582	6.076738	5.957819	6.59182	5.417503	7.039946	7.31553	6.903071	4.108608	9.071217	5.755079	6.991018	8.612203	4.795018	6.454413	6.281669	2.633751	7.475508	6.437756	4.578647	7.191215	4.404194	7.135215	6.573609	5.244918	4.837753	5.282337	8.971937	7.052668	6.20473	5.530249	4.14664	4.617571	5.926011	6.805858	9.663608	7.879487	2.65789	5.647418	8.162275	3.882315	7.749984	7.069177	6.996835	9.251185	5.723553
CD244	5.333271	6.523027	5.965421	6.221792	4.991303	7.200324	5.263226	5.020817	5.461771	6.768988	5.440807	4.979486	6.302709	6.259198	6.961475	6.092552	6.585642	7.496148	6.050161	5.783762	6.138648	5.944122	6.612815	6.466193	5.671405	5.759636	4.056201	7.095582	5.066079	6.361378	4.624183	5.785865	5.923413	6.961475	4.862795	5.696576	7.018704	6.673196	5.442146	9.022763	4.525586	6.532949	6.285367	4.992064	6.742286	6.009512	5.676761	5.122713	7.530799	4.493707	5.536998	6.780435	4.738512	5.873573	5.601984	5.725781	7.897254	7.400152	6.275286	5.570465	8.404304	5.658352	3.601063	6.83197	5.513811	6.420778	6.150354	5.172645	5.582451	5.126996	5.69858	4.849375	7.3237	3.703033	1.970619	4.610087	3.916825	5.741615	5.213588	4.867918	5.959756	6.996341	5.864218	6.453323	7.383157	6.89917	5.571274	7.303734	5.918212	5.31911	6.003063	5.477372	5.349973	5.891153	5.705782	6.574936	6.774666	4.520945	7.628926	4.651564	5.718245	7.42764	4.631298	4.421768	5.046691	8.333622	6.643324	5.912817	3.072769	4.886832	5.339431	6.434754	6.442647	8.786809	5.850369	5.465181	5.760838	7.207196	5.279925	6.669844	6.864816	6.71318	7.650492	6.259754
SLAMF7	7.506802	9.301995	8.933443	8.345624	9.188344	10.150777	8.057396	7.5292	7.770696	9.262384	8.644218	6.638773	8.752125	9.798975	8.384407	10.167945	8.552561	11.246797	8.498451	9.235027	9.370367	9.74552	10.015273	10.186676	9.926256	8.283208	9.982411	9.464364	9.072116	12.29307	9.455699	8.296178	8.3422	11.464795	7.861227	9.337656	10.896665	9.062966	8.279501	9.890876	6.517011	10.562	10.37088	11.449481	9.29721	8.615402	9.547605	10.353065	8.253638	7.462983	8.799618	10.073908	8.14485	8.732868	9.262871	9.014822	9.59137	12.064072	9.558273	7.889163	9.954382	8.31471	7.722634	9.556617	7.275499	8.158265	8.043269	9.03096	10.129811	9.333237	7.785312	7.966994	12.274677	7.946095	11.820362	13.191325	7.975022	7.06954	8.565288	8.734838	8.392693	10.330332	8.636802	9.608083	10.2797	8.141076	8.088048	9.800658	8.927856	7.944929	10.647724	8.040893	8.01239	9.368455	7.747434	11.062896	8.064384	8.184203	8.948791	7.147349	9.447925	11.746789	9.402802	9.254045	8.68825	13.382449	10.111106	8.295482	8.862733	8.499213	9.152752	9.412565	9.362428	12.006364	9.736512	8.371586	8.82109	9.404093	8.072178	11.401857	8.413535	11.179828	11.580283	10.919055
IFITM1	7.657773	10.935889	13.111022	10.576001	9.730161	11.553621	9.157629	8.635754	10.068274	10.848533	9.570383	7.502155	10.829559	10.815085	9.985273	11.896354	11.061132	13.121769	9.872665	10.606661	9.870951	10.520257	10.641594	10.380197	10.224385	10.83153	11.252863	11.200101	9.599069	12.617697	9.693368	8.270923	10.019845	11.8975	9.39458	9.820558	11.997558	11.068112	10.423326	12.205941	8.607371	11.404033	11.975989	12.339973	9.221032	10.143116	11.626557	11.214631	9.524144	11.040719	9.968448	10.652602	10.581049	11.736949	11.599048	9.580768	10.234141	13.580388	10.470807	9.204069	13.224859	11.177395	9.421744	10.427051	9.62855	10.093254	10.960906	8.844502	11.330528	10.630211	9.100787	8.981066	11.178172	8.961852	8.035815	9.091701	15.357584	8.13286	10.246693	8.80985	9.126293	11.804809	9.133226	11.950124	11.387176	11.581544	9.316671	13.404493	9.387912	11.959573	12.19806	9.971909	9.129031	10.397944	8.878656	13.27359	10.068969	8.632907	12.162656	9.551237	10.864796	10.220927	10.139083	9.902071	10.350711	13.962741	10.883218	9.178303	10.417604	8.304772	10.405881	9.910743	11.114458	13.39166	11.543929	9.512818	9.524635	12.527013	8.383009	11.990199	9.078066	12.67217	13.477682	11.604473
CDK6	5.328019	6.411389	7.863987	7.316001	5.518807	6.68679	5.894545	6.235711	6.73228	7.472539	6.743113	6.406011	5.432638	5.924934	5.606245	7.516635	5.738829	7.307914	6.577115	7.1937	5.033907	5.079743	6.69605	7.200194	7.071097	7.365205	8.237787	7.882609	6.59558	6.418056	6.870297	6.322248	6.278397	7.802301	6.483883	6.087001	7.509487	6.444014	7.656138	8.455427	4.396453	7.732104	7.227193	7.89555	7.466477	6.857987	3.107841	5.73132	6.950833	5.624365	6.293967	7.066889	6.894855	6.82299	5.246699	6.650323	3.322353	8.588585	6.774909	6.743772	7.800321	7.240353	5.988968	6.700429	5.324443	6.906106	6.735351	7.067428	7.587054	6.774306	6.219237	5.386132	8.900089	5.194205	3.617006	6.455088	2.477556	3.608764	6.213843	7.501542	7.693793	7.593887	6.791689	6.907893	7.220854	7.097571	4.924402	7.340732	3.62052	7.04949	7.330789	5.141979	6.218091	7.987808	4.984594	8.39547	6.013423	5.567524	6.762735	6.60231	6.49476	9.257523	5.140207	6.227331	5.911897	9.665206	7.199386	6.563717	5.942525	6.350423	7.827067	3.112592	7.005428	5.628333	7.175377	4.240825	7.037592	7.486806	6.664494	7.818858	7.033122	7.30221	7.276923	7.470362
TESC	7.573795	8.534793	9.264517	9.105694	7.887746	9.99096	7.320456	7.11482	7.660984	9.056518	7.227716	8.490022	8.490022	8.700099	8.620266	10.061544	8.744283	10.049408	8.581418	7.854756	8.310074	8.897981	9.680168	9.482162	8.184623	9.581685	9.476066	9.394626	8.115996	8.856369	7.832608	7.269502	8.558258	9.79547	7.481074	7.934776	10.052355	9.193629	8.856369	12.214511	8.099596	9.349548	8.677346	10.257429	9.105208	8.608124	8.292687	7.927623	8.923636	9.285167	8.042371	8.44372	8.354987	8.513538	8.281424	7.958097	9.428008	8.816338	9.544695	7.070731	11.572632	7.440535	7.146775	8.754809	7.591043	8.332782	9.278898	6.997121	8.495598	8.228745	8.071579	8.305905	10.263224	6.550638	4.931417	6.643153	8.44582	5.315558	8.212987	7.623846	8.359883	9.60131	7.709614	9.742547	9.991533	9.492584	7.7221	10.762207	8.069128	9.144975	8.656562	7.459947	8.582272	8.388663	6.389892	10.626497	8.169124	7.141412	9.704817	7.727322	8.070267	8.938607	8.056149	8.663785	7.937404	11.825494	8.876411	8.545216	6.395441	7.262795	8.609233	6.418352	9.146175	10.594832	8.374688	8.399182	8.49804	10.547513	6.832263	10.259566	8.777771	9.891502	10.367969	9.045923
SH2D3A	4.152044	5.954377	6.19203	5.713654	5.924374	7.36942	6.11911	5.724046	4.686737	6.861645	4.171505	4.731333	5.483884	6.590706	5.44193	6.561975	6.874719	7.168309	6.179764	6.19921	6.286658	6.373761	7.103393	6.542239	6.305349	6.24982	7.658626	4.557632	5.975747	7.539397	6.265332	5.568401	6.253151	7.449219	6.326255	6.406263	6.942531	7.936933	5.972963	6.744613	5.217176	6.7691	6.697411	6.905875	6.58386	6.234679	6.525006	6.069583	4.404235	6.716292	5.524229	6.442505	6.570229	5.585269	4.873408	5.228147	5.182044	7.374016	6.781132	5.892224	7.426256	4.903874	5.576774	4.879688	5.704814	5.776713	5.327915	5.3313	6.381647	5.88267	5.257616	5.862141	7.310129	4.456061	4.999151	4.035279	3.183734	3.326115	5.090053	5.179459	6.176607	6.828351	5.569685	7.388182	7.364705	7.36528	5.647072	7.649528	3.313016	7.837106	6.609347	5.645942	5.48134	6.170526	5.604518	7.624423	5.466731	6.109595	6.523317	5.585285	5.962026	5.700764	6.150712	5.903124	6.340555	9.10336	6.799427	5.892077	5.735662	5.685694	6.273406	3.071151	5.788924	5.423536	6.107009	6.192713	5.461105	6.555855	5.669134	7.315371	6.078764	7.398791	8.455688	6.31239
JAK3	7.13511	8.288223	9.749672	9.317228	8.512307	10.064337	8.222599	7.552513	7.878166	9.641874	6.86612	7.721082	9.164831	9.119423	8.881388	10.863571	9.545733	10.922883	8.702632	8.054679	8.681628	8.724646	10.286307	9.468602	9.158789	9.464841	10.660202	9.817842	9.361805	10.744068	8.424824	8.386237	8.094399	10.909938	7.578413	8.453426	9.789611	8.811881	9.367288	11.136845	8.192635	10.101628	9.879659	10.977626	9.785224	8.669104	9.239309	8.330242	7.96005	9.107482	8.81541	9.52648	8.17856	9.095522	9.584016	8.509863	8.996346	11.676236	9.795954	7.888746	11.408888	8.75619	8.167305	9.51794	7.488394	8.268922	9.250088	8.44278	10.03385	9.077662	7.455644	8.452403	11.150102	8.811881	6.908775	8.989311	8.175964	6.857006	9.167951	8.77865	8.765929	10.542186	8.145116	10.533901	10.862331	9.590503	8.115728	11.431735	8.239694	9.626113	9.285394	8.506256	8.50898	10.047552	7.348444	11.486985	8.009084	7.793385	9.094024	8.693498	9.676426	10.390583	7.94612	8.860404	8.548412	12.784269	9.995797	9.104476	9.264378	8.31943	8.851081	8.262945	10.060472	11.209082	9.607134	8.1265	8.918757	11.081	8.071908	11.656273	8.317283	9.974651	10.769489	8.466469
RHOH	7.433918	8.532949	10.156721	8.286919	7.756629	9.659324	8.045918	8.377888	8.080013	8.75982	8.03014	7.322944	10.044836	8.005966	7.96478	9.045658	8.923018	10.409325	8.235528	8.135194	8.285347	9.145918	9.780312	9.358982	8.517175	8.71926	8.764468	9.572127	7.831437	8.971451	8.040614	7.207598	8.415477	9.333506	8.88358	7.928609	9.771785	7.74667	8.505593	10.274757	8.622082	8.749505	9.175235	9.857459	8.565004	9.010825	9.099604	8.431698	7.54925	9.091816	8.627386	8.27724	7.740284	9.607826	8.358514	8.24811	7.428997	10.420829	8.849398	7.392792	10.748012	8.954375	8.327378	8.626342	8.375205	8.097059	8.711976	8.566484	8.840527	9.380742	7.494271	7.682076	8.533465	7.795427	5.591854	7.11027	6.575965	6.082785	7.605048	7.876781	8.623596	9.511964	8.722913	9.308173	9.191995	9.376206	7.777876	9.913388	7.438422	8.295826	8.458682	7.644215	7.279863	8.768015	7.359112	9.432874	8.966632	8.26423	9.651844	8.128162	8.270624	8.443449	7.952883	7.182912	7.924455	11.210696	9.103666	8.207103	8.14028	7.524421	7.902687	5.714626	8.673262	9.730042	8.666182	7.5817	8.22083	9.907138	7.829271	10.168124	7.904779	9.288058	10.601396	8.885543
ISG20	8.940159	10.366894	11.836169	10.344462	10.428924	11.679614	9.317286	8.858216	9.377378	11.249999	9.335112	8.565561	10.768433	11.460915	9.66039	11.80565	10.87052	12.82699	10.272838	10.796902	10.133352	10.833732	11.108106	10.836597	10.428325	10.823573	11.400685	10.622489	10.806416	12.499083	10.278284	9.117545	10.061675	11.803516	9.575006	9.848294	12.863422	11.404517	10.597589	11.70787	9.442093	11.507194	12.546857	12.04663	10.309208	9.678967	10.582429	11.303658	8.40759	9.8966	9.961021	10.498744	10.425074	11.162962	11.420132	10.27572	10.707605	13.995967	10.778994	9.523767	12.483054	11.40833	9.900574	10.06635	9.314617	9.425778	10.230912	9.261942	10.731775	10.427031	9.395919	9.911369	11.500466	9.580485	9.173852	10.274023	10.847864	8.689541	10.351676	9.505973	9.837004	11.435194	9.625859	11.33466	11.583513	10.765334	9.65293	12.860038	10.167419	12.331439	10.819282	10.2567	10.472909	11.254732	8.980303	12.615796	10.651699	9.515068	10.997365	9.773866	11.319377	10.797065	10.08753	10.869482	10.112736	14.057276	11.760239	10.362547	10.752743	10.178847	10.201065	9.713418	11.354953	13.688815	12.031679	9.515068	10.161195	12.007993	9.353616	11.720137	9.746598	10.895079	11.62643	9.947742
HMHA1	11.612585	11.863178	12.743409	12.117585	12.055947	12.837075	11.970701	11.75168	12.080581	12.630676	11.582134	12.410449	11.780608	12.38665	12.328428	13.313157	12.511942	13.234424	12.372688	12.136193	11.733881	11.914422	12.749879	12.408596	12.599489	13.021993	12.176182	12.488978	12.131094	12.822549	12.454017	12.077414	12.019379	13.115907	11.112045	12.357473	13.429761	12.455875	12.745406	14.202072	11.595378	12.892718	12.905927	13.021993	12.329957	11.397671	11.439352	11.339819	12.364128	11.68563	11.620768	11.780608	11.539752	12.331619	12.57167	12.132652	11.420984	14.025975	12.350347	12.28013	13.815327	11.935849	11.36218	12.462676	11.84466	12.243957	12.37432	12.620207	12.395136	12.036582	12.415462	11.850005	13.379382	11.560112	10.872849	10.610074	9.991707	10.593231	11.86181	12.765433	12.508374	12.75142	12.431152	12.091148	13.140691	12.221093	11.873638	13.665551	12.142956	12.14571	12.518438	11.32287	11.880661	13.069803	11.353993	13.365933	11.56622	11.77592	12.230747	11.16422	12.300533	13.345386	11.794436	12.360808	11.614292	14.977671	13.183161	11.958063	11.727527	12.049188	12.190776	10.302447	12.743306	13.323197	13.100936	10.982238	12.061335	13.084061	11.4489	13.180599	12.83345	12.825471	14.160613	13.077175
TNFSF14	5.547721	7.480391	9.380112	8.221081	7.966727	8.425011	6.634806	6.472268	7.262156	8.148577	7.96562	6.966277	7.072874	7.907417	6.540592	8.530191	7.579156	8.71819	5.960115	7.256655	6.908063	7.426645	7.688989	8.565745	7.464647	6.880435	6.299745	8.139693	7.576351	9.060758	6.781696	6.441242	7.188951	8.373133	7.239211	7.313361	10.05927	7.718248	7.561787	9.871615	6.228518	7.812395	7.681358	8.26989	6.547906	7.715693	7.156796	6.975658	7.553816	7.812961	6.924367	6.193858	7.478657	8.307514	7.342566	6.813857	7.873253	9.93191	7.38398	6.219439	10.223631	7.333808	5.808033	6.644507	6.194502	6.438804	6.988374	6.848405	6.533888	7.468565	6.474685	5.971493	7.951215	4.852811	4.172355	5.102654	4.05058	5.309005	6.345684	6.91986	6.593018	8.05566	6.871841	8.193535	8.445401	8.48807	6.473901	9.170581	6.615922	6.865004	8.896663	7.255156	6.258386	7.40669	5.690226	9.24423	6.138709	5.273885	8.376602	6.490686	7.082333	7.828318	7.554446	7.158379	7.298558	10.283811	8.275542	6.690076	6.917653	5.762452	7.35065	6.415227	7.511916	9.047472	8.31288	6.867598	6.930566	8.209514	6.094195	8.348345	5.367934	9.045174	9.191191	6.768665
